SF,Stifel Financial,Capital Markets,7.92B,,
SFBC,Sound Financial Bancorp,Banks - Regional,103.29M,,
SFBS,ServisFirst Bancshares,Banks - Regional,3.54B,,
SFIX,Stitch Fix,Apparel Retail,288.93M,,
SFL,SFL Corporation,Marine Shipping,1.85B,,
SFM,Sprouts Farmers Market,Grocery Stores,6.31B,,
SFNC,Simmons First National,Banks - Regional,2.39B,,
SFST,Southern First Bancshares,Banks - Regional,260.67M,,
SFWL,Shengfeng Development,Integrated Freight & Logistics,138.43M,,
SG,Sweetgreen,Restaurants,2.81B,,
SGA,Saga Communications,Broadcasting,143.93M,,
SGBX,Safe & Green Holdings,Metal Fabrication,3.92M,,
SGC,Superior Group of Companies,Apparel - Manufacturing,276.04M,,
SGD,Safe and Green Development,Real Estate - Development,9.67M,,
SGE,Strong Global Entertainment,Computer Hardware,9.37M,,
SGH,SMART Global Holdings,Semiconductors,1.35B,,
SGHC,Super Group (SGHC),Gambling,1.79B,,
SGHT,Sight Sciences,Medical - Devices,255.70M,,
SGLY,Singularity Future Technology,Integrated Freight & Logistics,15.70M,,
SGMA,SigmaTron International,Electronic Components,21.33M,,
SGML,Sigma Lithium,Other Industrial Metals & Mining,1.39B,,
SGMO,Sangamo Therapeutics,Biotechnology,173.59M,,
SGMT,Sagimet Biosciences,Biotechnology,146.72M,,
SGN,Signing Day Sports,Software - Application,9.54M,,
SGRP,SPAR Group,Specialty Business Services,23.68M,,
SGRY,Surgery Partners,Medical - Care Facilities,3.62B,,
SGU,Star Group,Oil & Gas - Refining & Marketing,374.42M,,
SHAK,Shake Shack,Restaurants,4.62B,,
SHBI,Shore Bancshares,Banks - Regional,377.60M,,
SHC,Sotera Health Company,Diagnostics & Research,3.19B,,
SHCO,Soho House & Co,Lodging,1.17B,,
SHCR,Sharecare,Healthcare - Information Services,344.92M,,
SHEL,Shell,Oil & Gas Integrated,215.16B,,
SHEN,Shenandoah Telecommunications Company,Telecom Services,886.35M,,
SHFS,SHF Holdings,Banks - Regional,44.71M,,
SHG,Shinhan Financial Group Co.,Banks - Regional,19.65B,,
SHIM,Shimmick,Engineering & Construction,177.44M,,
SHIP,Seanergy Maritime Holdings,Marine Shipping,182.80M,,
SHLS,Shoals Technologies Group,Solar,2.06B,,
SHLT,SHL Telemedicine,Healthcare - Information Services,102.95M,,
SHO,Sunstone Hotel Investors,REIT - Hotel & Motel,2.28B,,
SHOO,Steven Madden,Apparel - Footwear & Accessories,3.09B,,
SHOP,Shopify,Software - Application,101.33B,,
SHOT,Safety Shot,Drug Manufacturers - Specialty & Generic,112.72M,,
SHPH,Shuttle Pharmaceuticals Holdings,Drug Manufacturers - Specialty & Generic,7.26M,,
SHPW,Shapeways Holdings,Machinery - Specialty,11.43M,,
SHW,The Sherwin-Williams Company,Chemicals - Specialty,88.23B,,
SHYF,The Shyft Group,Farm & Heavy Construction Machinery,404.74M,,
SIBN,SI-BONE,Medical - Devices,644.71M,,
SID,Companhia Siderúrgica Nacional,Steel,4.19B,,
SIDU,Sidus Space,Aerospace & Defense,15.55M,,
SIEB,Siebert Financial,Capital Markets,77.18M,,
SIF,SIFCO Industries,Aerospace & Defense,18.86M,,
SIFY,Sify Technologies,Telecom Services,229.46M,,
SIG,Signet Jewelers,Luxury Goods,4.01B,,
SIGA,SIGA Technologies,Drug Manufacturers - Specialty & Generic,622.76M,,
SIGI,Selective Insurance Group,Insurance - Property & Casualty,6.31B,,
SII,Sprott,Asset Management,939.40M,,
SILC,Silicom,Communications - Equipment,104.05M,,
SILK,Silk Road Medical,Medical - Devices,740.01M,,
SILO,Silo Pharma,Biotechnology,5.27M,,
SILV,SilverCrest Metals,Metals & Mining - Other Precious,980.40M,,
SIM,Grupo Simec,Steel,5.05B,,
SIMO,Silicon Motion Technology,Semiconductors,2.60B,,
SINT,Sintx Technologies,Medical - Devices,1.19M,,
SIRI,Sirius XM Holdings,Entertainment,14.91B,,
SISI,Shineco,Drug Manufacturers - Specialty & Generic,5.16M,,
SITC,SITE Centers,REIT - Retail,3.03B,,
SITE,SiteOne Landscape Supply,Industrial Distribution,8.37B,,
SITM,SiTime,Semiconductors,2.18B,,
SIX,Six Flags Entertainment,Leisure,2.14B,,
SJ,Scienjoy Holding,Broadcasting,42.27M,,
SJM,The J. M. Smucker Company,Packaged Foods,13.18B,,
SJT,San Juan Basin Royalty Trust,Oil & Gas - Exploration & Production,257.78M,,
SJW,SJW Group,Utilities - Regulated Water,1.82B,,
SKE,Skeena Resources,Other Industrial Metals & Mining,399.08M,,
SKGR,SK Growth Opportunities,Shell Companies,169.03M,,
SKIL,Skillsoft,Education & Training Services,71.86M,,
SKIN,The Beauty Health Company,Household & Personal Products,549.25M,,
SKLZ,Skillz,Electronic - Gaming & Multimedia,119.88M,,
SKM,SK Telecom Co.,Ltd,Telecommunications - Services,8.48B,,
SKT,Tanger Factory Outlet Centers,REIT - Retail,3.21B,,
SKWD,Skyward Specialty Insurance Group,Insurance - Property & Casualty,1.47B,,
SKX,Skechers U.S.A.,Footwear & Accessories,9.31B,,
SKY,Skyline Champion,Construction - Residential,4.84B,,
SKYH,Sky Harbour Group,Aerospace & Defense,871.89M,,
SKYT,SkyWater Technology,Semiconductors,464.29M,,
SKYW,SkyWest,Airlines,2.75B,,
SKYX,SKYX Platforms,Electrical - Equipment & Parts,118.89M,,
SLAB,Silicon Laboratories,Semiconductors,4.31B,,
SLAM,Slam Corp.,Shell Companies,434.83M,,
SLB,Schlumberger,Oil & Gas - Equipment & Services,77.98B,,
SLCA,U.S. Silica Holdings,Oil & Gas Equipment & Services,1.00B,,
SLDB,Solid Biosciences,Biotechnology,476.49M,,
SLDP,Solid Power,Electrical - Equipment & Parts,286.13M,,
SLE,Super League Enterprise,Internet Content & Information,9.78M,,
SLF,Sun Life Financial,Insurance - Diversified,32.28B,,
SLG,SL Green Realty,REIT - Office,3.57B,,
SLGL,Sol-Gel Technologies,Biotechnology,28.69M,,
SLGN,Silgan Holdings,Packaging & Containers,4.82B,,
SLI,Standard Lithium,Metals & Mining - Other Industrial,223.65M,,
SLM,SLM Corporation,Credit Services,4.76B,,
SLN,Silence Therapeutics,Biotechnology,1.26B,,
SLNA,Selina Hospitality,Resorts & Casinos,97.75M,,
SLND,Southland Holdings,Engineering & Construction,227.73M,,
SLNG,Stabilis Solutions,Oil & Gas Integrated,75.46M,,
SLNH,Soluna Holdings,Scientific & Technical Instruments,8.38M,,
SLNO,Soleno Therapeutics,Biotechnology,1.36B,,
SLP,Simulations Plus,Healthcare - Information Services,882.55M,,
SLQT,SelectQuote,Insurance Brokers,298.27M,,
SLRC,SLR Investment,Asset Management,825.41M,,
SLRN,Acelyrin,Biotechnology,810.91M,,
SLRX,Salarius Pharmaceuticals,Biotechnology,2.44M,,
SLS,SELLAS Life Sciences Group,Biotechnology,55.70M,,
SLVM,Sylvamo,Paper & Paper Products,2.52B,,
SM,SM Energy Company,Oil & Gas - Exploration & Production,5.67B,,
SMAR,Smartsheet,Software - Application,5.44B,,
SMBC,Southern Missouri Bancorp,Banks - Regional,494.39M,,
SMBK,SmartFinancial,Banks - Regional,342.33M,,
SMCI,Super Micro Computer,Computer Hardware,54.94B,,
SMFG,Sumitomo Mitsui Financial Group,Banks - Diversified,78.98B,,
SMG,The Scotts Miracle-Gro Company,Agricultural - Inputs,4.13B,,
SMID,Smith-Midland,Building Materials,233.22M,,
SMLP,Summit Midstream Partners, LP,Oil & Gas - Midstream,280.60M,,
SMLR,Semler Scientific,Medical Devices,212.48M,,
SMMF,Summit Financial Group,Banks - Regional,386.18M,,
SMMT,Summit Therapeutics,Biotechnology,2.36B,,
SMP,Standard Motor Products,Auto - Parts,730.11M,,
SMPL,The Simply Good Foods Company,Packaged Foods,3.33B,,
SMR,NuScale Power,Utilities - Renewable,364.74M,,
SMRT,SmartRent,Software - Application,546.37M,,
SMSI,Smith Micro Software,Software - Application,27.12M,,
SMTC,Semtech,Semiconductors,1.48B,,
SMTI,Sanara MedTech,Medical - Instruments & Supplies,322.07M,,
SMWB,Similarweb,Internet Content & Information,714.78M,,
SMX,SMX (Security Matters),Specialty Business Services,3.92M,,
SMXT,SolarMax Technology,Utilities,357.34M,,
SN,SharkNinja,Furnishings, Fixtures & Appliances,8.33B,,
SNA,Snap-on,Tools & Accessories,15.49B,,
SNAL,Snail,Electronic Gaming & Multimedia,37.38M,,
SNAP,Snap Inc.,Internet Content & Information,18.47B,,
SNAX,Stryve Foods,Food - Packaged Foods,3.51M,,
SNBR,Sleep Number,Furnishings, Fixtures & Appliances,316.02M,,
SNCR,Synchronoss Technologies,Software - Infrastructure,89.50M,,
SNCY,Sun Country Airlines Holdings,Airlines,736.48M,,
SND,Smart Sand,Oil & Gas Equipment & Services,82.58M,,
SNDA,Sonida Senior Living,Medical Care Facilities,312.08M,,
SNDL,SNDL Inc.,Drug Manufacturers - Specialty & Generic,392.85M,,
SNDR,Schneider National,Trucking,3.85B,,
SNDX,Syndax Pharmaceuticals,Biotechnology,1.92B,,
SNES,SenesTech,Chemicals - Specialty,3.86M,,
SNEX,StoneX Group,Capital Markets,2.18B,,
SNFCA,Security National Financial,Mortgage Finance,187.17M,,
SNGX,Soligenix,Biotechnology,6.93M,,
SNN,Smith & Nephew,Medical Devices,11.55B,,
SNOA,Sonoma Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2.20M,,
SNOW,Snowflake,Software - Application,52.11B,,
SNPO,Snap One Holdings,Electronics & Computer Distribution,643.31M,,
SNPS,Synopsys,Software - Infrastructure,91.83B,,
SNPX,Synaptogenix,Biotechnology,3.82M,,
SNSE,Sensei Biotherapeutics,Biotechnology,29.33M,,
SNT,Senstar Technologies,Security & Protection Services,31.24M,,
SNTG,Sentage Holdings,Credit Services,7.01M,,
SNTI,Senti Biosciences,Biotechnology,20.94M,,
SNV,Synovus Financial,Banks - Regional,5.77B,,
SNX,TD SYNNEX,Electronics - Distributors,9.21B,,
SNY,Sanofi,Drug Manufacturers - General,119.93B,,
SO,The Southern Company,Utilities - Regulated Electric,76.26B,,
SOAR,Volato Group,Airports & Air Services,86.40M,,
SOBR,SOBR Safe,Scientific & Technical Instruments,7.44M,,
SOC,Sable Offshore,Oil & Gas Drilling,160.84M,,
SOFI,SoFi Technologies,Credit Services,7.13B,,
SOGP,Sound Group,Internet Content & Information,20.10M,,
SOHO,Sotherly Hotels,REIT - Hotel & Motel,59.24M,,
SOHU,Sohu.com,Electronic - Gaming & Multimedia,328.17M,,
SOI,Solaris Oilfield Infrastructure,Oil & Gas Equipment & Services,369.46M,,
SOL,Emeren Group,Solar,105.97M,,
SOLO,Electrameccanica Vehicles,Auto Manufacturers,27.11M,,
SON,Sonoco Products Company,Packaging & Containers,5.61B,,
SOND,Sonder Holdings,Lodging,40.05M,,
SONM,Sonim Technologies,Communications - Equipment,29.07M,,
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,6.52M,,
SONO,Sonos,Consumer - Electronics,2.42B,,
SONY,Sony Group,Consumer Electronics,109.11B,,
SOPA,Society Pass,Software - Application,5.09M,,
SOPH,SOPHiA GENETICS,Healthcare - Information Services,320.63M,,
SOS,SOS Limited,Software - Infrastructure,23.80M,,
SOTK,Sono-Tek,Scientific & Technical Instruments,77.94M,,
SOUN,SoundHound AI,Software - Application,2.06B,,
SP,SP Plus,Specialty Business Services,1.03B,,
SPB,Spectrum Brands Holdings,Household & Personal Products,2.63B,,
SPCB,SuperCom,Security & Protection Services,1.13M,,
SPCE,Virgin Galactic Holdings,Aerospace & Defense,558.06M,,
SPEC,Spectaire Holdings,Pollution & Treatment Controls,28.39M,,
SPFI,South Plains Financial,Banks - Regional,431.36M,,
SPG,Simon Property Group,REIT - Retail,58.40B,,
SPGC,Sacks Parente Golf,Leisure,8.83M,,
SPGI,S&P Global,Financial Data & Stock Exchanges,137.79B,,
SPH,Suburban Propane Partners,Utilities - Regulated Gas,1.33B,,
SPHR,Sphere Entertainment Co.,Entertainment,1.64B,,
SPI,SPI Energy Co.,Solar,18.96M,,
SPIR,Spire Global,Business - Speciality Services,252.08M,,
SPKL,Spark I Acquisition Corp. Class A Ordinary Share,Shell Companies,168.49M,,
SPLP,Steel Partners Holdings L.P.,Conglomerates,826.69M,,
SPNS,Sapiens International Corporation,Software - Application,1.77B,,
SPNT,SiriusPoint,Insurance - Reinsurance,2.13B,,
SPOK,Spok Holdings,Health Information Services,330.04M,,
SPOT,Spotify Technology,Internet Content & Information,51.49B,,
SPPL,SIMPPLE LTD.,Software - Application,14.23M,,
SPR,Spirit AeroSystems Holdings,Aerospace & Defense,4.10B,,
SPRB,Spruce Biosciences,Biotechnology,30.87M,,
SPRC,SciSparc,Biotechnology,2.28M,,
SPRO,Spero Therapeutics,Biotechnology,93.21M,,
SPRU,Spruce Power Holding,Solar,72.62M,,
SPRY,ARS Pharmaceuticals,Biotechnology,863.98M,,
SPSC,SPS Commerce,Software - Infrastructure,6.80B,,
SPT,Sprout Social,Software - Application,3.38B,,
SPTN,SpartanNash Company,Food - Distribution,699.04M,,
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,119.72M,,
SPWR,SunPower,Solar,524.68M,,
SPXC,SPX Technologies,Machinery - Specialty,5.46B,,
SQ,Block,Software - Infrastructure,50.05B,,
SQFT,Presidio Property Trust,REIT - Diversified,18.25M,,
SQM,Sociedad Química y Minera de Chile,Chemicals - Specialty,13.74B,,
SQNS,Sequans Communications,Semiconductors,28.67M,,
SQSP,Squarespace,Software - Infrastructure,4.78B,,
SR,Spire,Utilities - Regulated Gas,3.28B,,
SRAD,Sportradar Group AG,Software - Application,3.41B,,
SRBK,SR Bancorp,Banks - Regional,90.33M,,
SRCE,1st Source,Banks - Regional,1.24B,,
SRCL,Stericycle,Waste Management,4.89B,,
SRDX,Surmodics,Medical Devices,402.31M,,
SRE,Sempra,Utilities - Diversified,44.15B,,
SRFM,Surf Air Mobility,Airlines,80.99M,,
SRG,Seritage Growth Properties,REIT - Retail,511.29M,,
SRI,Stoneridge,Auto - Parts,488.80M,,
SRL,Scully Royalty,Capital Markets,99.75M,,
SRM,SRM Entertainment,Leisure,14.65M,,
SRPT,Sarepta Therapeutics,Biotechnology,11.73B,,
SRRK,Scholar Rock Holding,Biotechnology,1.34B,,
SRTS,Sensus Healthcare,Medical - Devices,61.81M,,
SRZN,Surrozen,Biotechnology,28.15M,,
SSB,SouthState,Banks - Regional,6.23B,,
SSBI,Summit State Bank,Banks - Regional,71.44M,,
SSBK,Southern States Bancshares,Banks - Regional,230.66M,,
SSD,Simpson Manufacturing Co.,Building Products & Equipment,8.57B,,
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,60.04M,,
SSKN,STRATA Skin Sciences,Medical - Devices,17.45M,,
SSL,Sasol,Specialty Chemicals,4.93B,,
SSNC,SS&C Technologies Holdings,Software - Application,15.91B,,
SSNT,SilverSun Technologies,Software - Application,71.44M,,
SSP,The E.W. Scripps Company,Broadcasting,327.39M,,
SSRM,SSR Mining,Gold,819.91M,,
SSSS,SuRo Capital,Asset Management,114.22M,,
SST,System1,Business - Speciality Services,159.73M,,
SSTI,SoundThinking,Software - Application,190.81M,,
SSTK,Shutterstock,Internet Content & Information,1.71B,,
SSY,SunLink Health Systems,Pharmaceutical Retailers,5.17M,,
SSYS,Stratasys,Computer Hardware,827.24M,,
ST,Sensata Technologies Holding,Scientific & Technical Instruments,5.47B,,
STAA,STAAR Surgical Company,Medical - Instruments & Supplies,1.89B,,
STAF,Staffing 360 Solutions,Staffing & Employment Services,2.45M,,
STAG,STAG Industrial,REIT - Industrial,7.02B,,
STBA,S&T Bancorp,Banks - Regional,1.20B,,
STBX,Starbox Group Holdings,Internet Content & Information,27.48M,,
STC,Stewart Information Services,Insurance - Property & Casualty,1.71B,,
STCN,Steel Connect,Advertising Agencies,60.22M,,
STE,STERIS,Medical Devices,22.44B,,
STEL,Stellar Bancorp,Banks - Regional,1.27B,,
STEM,Stem, Inc.,Software - Infrastructure,313.97M,,
STEP,StepStone Group,Asset Management,3.89B,,
STER,Sterling Check,Software - Infrastructure,1.53B,,
STG,Sunlands Technology Group,Education & Training Services,132.67M,,
STGW,Stagwell,Advertising Agencies,1.64B,,
STHO,Star Holdings,Real Estate Services,174.49M,,
STI,Solidion Technology,Electrical Equipment & Parts,38.72M,,
STIM,Neuronetics,Diagnostics & Research,127.65M,,
STIX,Semantix,Software - Application,67.46M,,
STKH,Steakholder Foods,Packaged Foods,16.04M,,
STKL,SunOpta,Food - Packaged Foods,775.06M,,
STKS,The ONE Group Hospitality,Restaurants,127.89M,,
STLA,Stellantis,Auto Manufacturers,87.97B,,
STLD,Steel Dynamics,Steel,22.75B,,
STM,ST Microelectronics,Semiconductors,38.98B,,
STN,Stantec,Engineering & Construction,9.88B,,
STNE,StoneCo,Software - Infrastructure,5.18B,,
STNG,Scorpio Tankers,Oil & Gas - Midstream,3.85B,,
STOK,Stoke Therapeutics,Biotechnology,267.48M,,
STR,Sitio Royalties,Metals & Mining - Other Industrial,3.85B,,
STRA,Strategic Education,Education & Training Services,2.54B,,
STRC,Palladyne AI,Computer - Hardware,51.76M,,
STRL,Sterling Infrastructure,Engineering & Construction,3.40B,,
STRM,Streamline Health Solutions,Health Information Services,32.50M,,
STRO,Sutro Biopharma,Biotechnology,212.73M,,
STRR,Star Equity Holdings,Diagnostics & Research,14.56M,,
STRS,Stratus Properties,Real Estate - Diversified,181.19M,,
STRT,Strattec Security,Auto - Parts,89.49M,,
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,411.15M,,
STSS,Sharps Technology,Medical Instruments & Supplies,4.46M,,
STT,State Street,Asset Management,22.86B,,
STTK,Shattuck Labs,Biotechnology,470.95M,,
STVN,Stevanato Group,Medical Instruments & Supplies,7.34B,,
STWD,Starwood Property Trust,REIT - Mortgage,6.61B,,
STX,Seagate Technology Holdings,Computer - Hardware,18.52B,,
STXS,Stereotaxis,Medical - Instruments & Supplies,206.14M,,
STZ,Constellation Brands,Beverages - Wineries & Distilleries,49.24B,,
SU,Suncor Energy,Oil & Gas Integrated,46.81B,,
SUGP,SU Group Holdings,Security & Protection Services,40.81M,,
SUI,Sun Communities,REIT - Residential,17.10B,,
SUM,Summit Materials,Building Materials,7.56B,,
SUN,Sunoco LP,Oil & Gas Refining & Marketing,5.23B,,
SUP,Superior Industries International,Auto - Parts,80.90M,,
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1.93B,,
SUPV,Grupo Supervielle,Banks - Regional,694.04M,,
SURG,SurgePays,Software - Application,87.74M,,
SUZ,Suzano,Paper & Paper Products,16.02B,,
SVC,Service Properties Trust,REIT - Hotel & Motel,1.13B,,
SVII,Spring Valley Acquisition Corp. II,Shell Companies,336.11M,,
SVM,Silvercorp Metals,Silver,553.91M,,
SVMH,SRIVARU Holding,Auto Manufacturers,17.30M,,
SVRA,Savara,Biotechnology,663.11M,,
SVRE,SaverOne 2014,Scientific & Technical Instruments,13.75M,,
SVT,Servotronics,Electrical - Equipment & Parts,30.08M,,
SVV,Savers Value Village,Specialty Retail,2.81B,,
SWAG,Stran & Company,Shell Companies,25.63M,,
SWAV,ShockWave Medical,Medical - Devices,10.67B,,
SWBI,Smith & Wesson Brands,Aerospace & Defense,808.83M,,
SWI,SolarWinds,Software - Infrastructure,2.06B,,
SWIM,Latham Group,Building - Products & Equipment,426.93M,,
SWIN,Solowin Holdings Ordinary Share,Capital Markets,29.56M,,
SWK,Stanley Black & Decker,Tools & Accessories,14.74B,,
SWKH,SWK Holdings,Asset Management,225.80M,,
SWKS,Skyworks Solutions,Semiconductors,17.01B,,
SWN,Southwestern Energy Company,Oil & Gas - Exploration & Production,8.03B,,
SWSS,Clean Energy Special Situations,Shell Companies,74.46M,,
SWTX,SpringWorks Therapeutics,Biotechnology,3.80B,,
SWVL,Swvl Holdings,Software - Application,98.48M,,
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,5.16B,,
SXC,SunCoke Energy,Coking Coal,940.81M,,
SXI,Standex International,Machinery - Specialty,2.17B,,
SXT,Sensient Technologies,Chemicals - Specialty,2.96B,,
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1.11M,,
SXTP,60 Degrees Pharmaceuticals,Biotechnology,3.14M,,
SY,So-Young International,Healthcare - Information Services,107.39M,,
SYBT,Stock Yards Bancorp,Banks - Regional,1.37B,,
SYBX,Synlogic,Biotechnology,20.96M,,
SYF,Synchrony Financial,Credit Services,17.17B,,
SYK,Stryker,Medical - Devices,134.83B,,
SYM,Symbotic,Shell Companies,28.48B,,
SYNA,Synaptics,Semiconductors,3.93B,,
SYNX,Silynxcom,Communications - Equipment,19.95M,,
SYPR,Sypris Solutions,Auto Parts,40.53M,,
SYRA,Syra Health,Medical - Care Facilities,11.05M,,
SYRE,Spyre Therapeutics,Biotechnology,990.58M,,
SYRS,Syros Pharmaceuticals,Biotechnology,163.06M,,
SYT,SYLA Technologies Co.,Software - Application,102.01M,,
SYTA,Siyata Mobile,Communication Equipment,1.72M,,
SYY,Sysco,Food Distribution,40.62B,,
T,AT&T Inc.,Telecom Services,122.74B,,
TAC,TransAlta,Utilities - Independent Power Producers,1.98B,,
TACT,TransAct Technologies,Computer - Hardware,55.30M,,
TAIT,Taitron Components,Electronics & Computer Distribution,18.85M,,
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,45.59B,,
TAL,TAL Education Group,Education & Training Services,7.75B,,
TALK,Talkspace,Medical Care Facilities,587.79M,,
TALO,Talos Energy,Oil & Gas - Exploration & Production,2.52B,,
TANH,Tantech Holdings,Household & Personal Products,2.69M,,
TAOP,Taoping,Software - Infrastructure,2.23M,,
TAP,Molson Coors Beverage Company,Beverages - Alcoholic,14.26B,,
TAP.A,Molson Coors Beverage Company,Beverages - Brewers,14.26B,,
TARA,Protara Therapeutics,Biotechnology,46.42M,,
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,1.59B,,
TARS,Tarsus Pharmaceuticals,Biotechnology,1.26B,,
TASK,TaskUs,Information Technology Services,1.05B,,
TAST,Carrols Restaurant Group,Restaurants,545.15M,,
TATT,TAT Technologies,Aerospace & Defense,122.24M,,
TAYD,Taylor Devices,Machinery - Specialty,131.69M,,
TBBB,BBB Foods,Discount Stores,2.64B,,
TBBK,The Bancorp,Banks - Regional,1.69B,,
TBI,TrueBlue,Staffing & Employment Services,386.38M,,
TBIO,Telesis Bio,Medical - Devices,13.34M,,
TBLA,Taboola.com,Internet Content & Information,1.30B,,
TBLT,ToughBuilt Industries,Tools & Accessories,2.44M,,
TBMC,Trailblazer Merger Corporation I,Shell Companies,95.41M,,
TBNK,Territorial Bancorp,Banks - Regional,74.58M,,
TBPH,Theravance Biopharma,Biotechnology,426.50M,,
TBRG,TruBridge,Healthcare - Information Services,137.39M,,
TC,TuanChe,Internet Content & Information,2.53M,,
TCBC,TC Bancshares,Banks - Regional,63.43M,,
TCBI,Texas Capital Bancshares,Banks - Regional,2.89B,,
TCBK,TriCo Bancshares,Banks - Regional,1.19B,,
TCBP,TC Biopharm (Holdings),Biotechnology,3.93M,,
TCBS,Texas Community Bancshares,Banks - Regional,46.82M,,
TCBX,Third Coast Bancshares,Banks - Regional,273.77M,,
TCI,Transcontinental Realty Investors,Real Estate Services,336.93M,,
TCJH,Top KingWin,Capital Markets,23.38M,,
TCMD,Tactile Systems Technology,Medical - Devices,387.99M,,
TCN,Tricon Residential,Real Estate - Services,3.05B,,
TCOA,Zalatoris Acquisition,Shell Companies,78.39M,,
TCOM,Trip.com Group,Travel Services,29.46B,,
TCON,TRACON Pharmaceuticals,Biotechnology,20.78M,,
TCPC,BlackRock TCP Capital,Asset Management,870.46M,,
TCRT,Alaunos Therapeutics,Biotechnology,30.80M,,
TCRX,TScan Therapeutics,Biotechnology,335.65M,,
TCS,The Container Store Group,Specialty Retail,55.22M,,
TCTM,TCTM Kids IT Education,Education & Training Services,27.75M,,
TCX,Tucows,Software - Infrastructure,202.33M,,
TD,The Toronto-Dominion Bank,Banks - Diversified,106.86B,,
TDC,Teradata,Software - Infrastructure,3.72B,,
TDCX,TDCX Inc.,Business - Speciality Services,1.05B,,
TDG,TransDigm Group,Aerospace & Defense,68.53B,,
TDOC,Teladoc Health,Healthcare - Information Services,2.51B,,
TDS,Telephone and Data Systems,Telecom Services,1.81B,,
TDUP,ThredUp,Internet Retail,208.95M,,
TDW,Tidewater,Oil & Gas - Equipment & Services,4.70B,,
TDY,Teledyne Technologies,Scientific & Technical Instruments,20.08B,,
TEAM,Atlassian,Software - Application,49.94B,,
TECH,Bio-Techne,Biotechnology,11.37B,,
TECK,Teck Resources,Metals & Mining - Other Industrial,23.04B,,
TEF,Telefónica,Telecommunications - Services,24.90B,,
TEL,TE Connectivity,Electronic - Equipment & Parts,44.46B,,
TELA,TELA Bio,Medical - Devices,145.83M,,
TELL,Tellurian,Oil & Gas E&P,506.83M,,
TELO,Telomir Pharmaceuticals,Biotechnology,198.66M,,
TENB,Tenable Holdings,Software - Infrastructure,5.77B,,
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,98.80M,,
TENX,Tenax Therapeutics,Biotechnology,6.78M,,
TEO,Telecom Argentina,Telecommunications - Services,3.41B,,
TER,Teradyne,Semiconductors - Equipment & Materials,17.06B,,
TERN,Terns Pharmaceuticals,Biotechnology,426.70M,,
TETE,Technology & Telecommunication Acquisition,Shell Companies,74.63M,,
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,15.61B,,
TEX,Terex,Farm & Heavy Construction Machinery,4.14B,,
TFC,Truist Financial,Banks - Regional,50.78B,,
TFFP,TFF Pharmaceuticals,Biotechnology,18.33M,,
TFII,TFI International,Trucking,13.67B,,
TFIN,Triumph Financial,Banks - Regional,1.81B,,
TFPM,Triple Flag Precious Metals,Metals & Mining - Other Precious,2.77B,,
TFSL,TFS Financial,Banks - Regional,3.55B,,
TFX,Teleflex,Medical - Instruments & Supplies,10.40B,,
TG,Tredegar,Metal Fabrication,208.31M,,
TGAA,Target Global Acquisition I,Shell Companies,109.91M,,
TGAN,Transphorm,Semiconductors - Equipment & Materials,310.05M,,
TGB,Taseko Mines,Copper,585.37M,,
TGI,Triumph Group,Aerospace & Defense,1.12B,,
TGL,Treasure Global,Software - Application,4.86M,,
TGLS,Tecnoglass,Building - Materials,2.49B,,
TGNA,TEGNA,Broadcasting,2.47B,,
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,2.86B,,
TGT,Target,Discount Stores,78.70B,,
TGTX,TG Therapeutics,Biotechnology,2.35B,,
TGVC,TG Venture Acquisition,Shell Companies,40.62M,,
TH,Target Hospitality,Specialty Business Services,932.83M,,
THAR,Tharimmune,Biotechnology,1.18M,,
THC,Tenet Healthcare,Medical Care Facilities,10.32B,,
THCH,TH International,Restaurants,184.43M,,
THCP,Thunder Bridge Capital Partners IV,Shell Companies,103.86M,,
THFF,First Financial,Banks - Regional,443.21M,,
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4.57B,,
THM,International Tower Hill Mines,Gold,134.87M,,
THMO,ThermoGenesis Holdings,Medical Devices,2.38M,,
THO,Thor Industries,Recreational Vehicles,5.90B,,
THR,Thermon Group Holdings,Specialty Industrial Machinery,1.06B,,
THRD,Third Harmonic Bio,Biotechnology,363.67M,,
THRM,Gentherm,Auto Parts,1.75B,,
THRY,Thryv Holdings,Internet Content & Information,781.92M,,
THS,TreeHouse Foods,Packaged Foods,2.07B,,
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,55.71M,,
TIGO,Millicom International Cellular,Telecom Services,3.32B,,
TIGR,UP Fintech Holding,Capital Markets,597.03M,,
