BRKH,Burtech Acquisition,Shell Companies,166.41M,,
BRKL,Brookline Bancorp,Banks - Regional,865.83M,,
BRKR,Bruker,Medical - Devices,12.98B,,
BRLS,Borealis Foods,Shell Companies,81.90M,,
BRLT,Brilliant Earth Group,Luxury Goods,303.67M,,
BRN,Barnwell Industries,Oil & Gas E&P,24.37M,,
BRNS,Barinthus Biotherapeutics,Biotechnology,100.41M,,
BRO,Brown & Brown,Insurance Brokers,24.59B,,
BROG,Brooge Energy,Oil & Gas - Midstream,247.12M,,
BROS,Dutch Bros,Restaurants,6.10B,,
BRP,BRP Group,Insurance Brokers,1.93B,,
BRSH,Bruush Oral Care,Household & Personal Products,5.64M,,
BRSP,BrightSpire Capital,REIT - Diversified,907.30M,,
BRT,BRT Apartments,REIT - Residential,291.49M,,
BRTX,BioRestorative Therapies,Biotechnology,8.72M,,
BRX,Brixmor Property Group,REIT - Retail,6.86B,,
BRY,Berry,Oil & Gas E&P,598.45M,,
BRZE,Braze,Software - Application,5.35B,,
BSAC,Banco Santander-Chile,Banks - Regional,9.19B,,
BSBK,Bogota Financial,Banks - Regional,94.68M,,
BSBR,Banco Santander (Brasil),Banks - Regional,41.84B,,
BSET,Bassett Furniture Industries,Furnishings, Fixtures & Appliances,134.02M,,
BSFC,Blue Star Foods,Food - Packaged Foods,2.67M,,
BSGM,BioSig Technologies,Medical - Devices,4.95M,,
BSIG,BrightSphere Investment Group,Asset Management,863.88M,,
BSM,Black Stone Minerals,Oil & Gas - Exploration & Production,3.31B,,
BSRR,Sierra Bancorp,Banks - Regional,282.56M,,
BSVN,Bank7,Banks - Regional,256.06M,,
BSX,Boston Scientific,Medical - Devices,99.31B,,
BSY,Bentley Systems,Software - Application,15.37B,,
BTAI,BioXcel Therapeutics,Biotechnology,85.98M,,
BTBD,BT Brands,Restaurants,10.43M,,
BTBT,Bit Digital,Capital Markets,282.31M,,
BTCM,BIT Mining,Information Technology Services,31.45M,,
BTCS,BTCS Inc.,Capital Markets,21.19M,,
BTCT,BTC Digital,Education & Training Services,7.67M,,
BTCY,Biotricity,Medical - Devices,13.19M,,
BTDR,Bitdeer Technologies Group,Software - Application,919.66M,,
BTE,Baytex Energy,Oil & Gas E&P,2.92B,,
BTG,B2Gold,Gold,3.30B,,
BTI,British American Tobacco p.l.c.,Tobacco,68.09B,,
BTM,Bitcoin Depot,Capital Markets,30.22M,,
BTMD,biote,Medical Care Facilities,466.57M,,
BTOG,Bit Origin,Packaged Foods,37.11M,,
BTSG,BrightSpring Health Services,Health Information Services,1.62B,,
BTTR,Better Choice Company,Packaged Foods,5.53M,,
BTU,Peabody Energy,Coal - Thermal,3.14B,,
BUD,Anheuser-Busch InBev,Beverages - Brewers,118.07B,,
BUJA,Bukit Jalil Global Acquisition 1,Shell Companies,81.50M,,
BUR,Burford Capital,Asset Management,3.34B,,
BURL,Burlington Stores,Apparel Retail,14.53B,,
BURU,Nuburu,Machinery - Specialty,5.43M,,
BUSE,First Busey,Banks - Regional,1.30B,,
BV,BrightView Holdings,Business - Speciality Services,1.05B,,
BVN,Compania de Minas Buenaventura,Metals & Mining - Other Precious,4.33B,,
BVS,Bioventus,Medical - Devices,344.15M,,
BW,Babcock & Wilcox Enterprises,Machinery - Specialty,118.56M,,
BWA,BorgWarner,Auto - Parts,7.63B,,
BWAQ,Blue World Acquisition,Shell Companies,80.45M,,
BWAY,BrainsWay,Medical Devices,98.82M,,
BWB,Bridgewater Bancshares,Banks - Regional,321.16M,,
BWEN,Broadwind,Machinery - Specialty,51.11M,,
BWFG,Bankwell Financial Group,Banks - Regional,204.39M,,
BWMN,Bowman Consulting Group,Consulting Services,639.62M,,
BWMX,Betterware de México, S.A.P.I. de C.V.,Specialty Retail,731.78M,,
BWXT,BWX Technologies,Aerospace & Defense,9.37B,,
BX,Blackstone,Asset Management,156.14B,,
BXC,BlueLinx Holdings,Building - Products & Equipment,1.14B,,
BXMT,Blackstone Mortgage Trust,REIT - Mortgage,3.50B,,
BXP,Boston Properties,REIT - Office,10.22B,,
BY,Byline Bancorp,Banks - Regional,916.87M,,
BYD,Boyd Gaming,Resorts & Casinos,6.12B,,
BYFC,Broadway Financial,Banks - Regional,56.32M,,
BYND,Beyond Meat,Food - Packaged Foods,523.89M,,
BYNO,byNordic Acquisition,Shell Companies,113.86M,,
BYON,Beyond,Internet Retail,1.59B,,
BYRN,Byrna Technologies,Aerospace & Defense,307.15M,,
BYSI,BeyondSpring,Biotechnology,114.71M,,
BYU,BAIYU Holdings,Other Industrial Metals & Mining,25.72M,,
BZ,Kanzhun,Staffing & Employment Services,8.22B,,
BZFD,BuzzFeed,Internet Content & Information,58.66M,,
BZH,Beazer Homes USA,Residential Construction,1.01B,,
BZUN,Baozun,Retail - Specialty,159.87M,,
C,Citigroup,Banks - Diversified,117.46B,,
CAAP,Corporación América Airports,Airports & Air Services,4.03B,,
CAAS,China Automotive Systems,Auto - Parts,102.63M,,
CABA,Cabaletta Bio,Biotechnology,878.48M,,
CABO,Cable One,Telecommunications - Services,2.48B,,
CAC,Camden National,Banks - Regional,477.65M,,
CACC,Credit Acceptance,Credit Services,6.97B,,
CACI,CACI International,Information Technology Services,8.30B,,
CACO,Caravelle International Group,Marine Shipping,33.20M,,
CADE,Cadence Bank,Banks - Regional,5.24B,,
CADL,Candel Therapeutics,Biotechnology,43.38M,,
CAE,CAE Inc.,Aerospace & Defense,6.49B,,
CAG,Conagra Brands,Packaged Foods,13.84B,,
CAH,Cardinal Health,Medical Distribution,27.37B,,
CAKE,The Cheesecake Factory,Restaurants,1.78B,,
CAL,Caleres,Footwear & Accessories,1.44B,,
CALB,California BanCorp,Banks - Regional,185.02M,,
CALM,Cal-Maine Foods,Farm Products,3.02B,,
CALT,Calliditas Therapeutics AB (publ),Biotechnology,572.47M,,
CALX,Calix,Software - Application,2.23B,,
CAMP,CalAmp,Communication Equipment,4.97M,,
CAMT,Camtek,Semiconductors - Equipment & Materials,3.76B,,
CAN,Canaan,Computer - Hardware,363.21M,,
CANF,Can-Fite BioPharma,Biotechnology,13.82M,,
CANG,Cango,Auto & Truck Dealerships,196.74M,,
CAPL,CrossAmerica Partners LP,Oil & Gas - Refining & Marketing,855.76M,,
CAPR,Capricor Therapeutics,Biotechnology,216.03M,,
CAPT,Captivision,Building Materials,182.70M,,
CAR,Avis Budget Group,Rental & Leasing Services,4.09B,,
CARA,Cara Therapeutics,Biotechnology,48.73M,,
CARE,Carter Bankshares,Banks - Regional,292.15M,,
CARG,CarGurus,Internet Content & Information,2.47B,,
CARM,Carisma Therapeutics,Biotechnology,101.30M,,
CARR,Carrier Global,Building Products & Equipment,53.45B,,
CARS,Cars.com,Auto - Truck Dealerships,1.13B,,
CART,Maplebear,Retail - Specialty,6.47B,,
CARV,Carver Bancorp,Banks - Regional,8.03M,,
CASA,Casa Systems,Communication Equipment,33.07M,,
CASH,Pathward Financial,Banks - Regional,1.28B,,
CASI,CASI Pharmaceuticals,Biotechnology,40.63M,,
CASS,Cass Information Systems,Business - Speciality Services,640.55M,,
CASY,Casey's General Stores,Specialty Retail,11.78B,,
CAT,Caterpillar,Farm & Heavy Construction Machinery,182.05B,,
CATC,Cambridge Bancorp,Banks - Regional,525.64M,,
CATO,The Cato Corporation,Apparel Retail,130.72M,,
CATX,Perspective Therapeutics,Medical Devices,786.31M,,
CATY,Cathay General Bancorp,Banks - Regional,2.74B,,
CAUD,Collective Audience,Software - Application,9.50M,,
CAVA,CAVA Group,Restaurants,7.79B,,
CB,Chubb,Insurance - Property & Casualty,104.89B,,
CBAN,Colony Bankcorp,Banks - Regional,197.89M,,
CBAT,CBAK Energy Technology,Electrical - Equipment & Parts,94.42M,,
CBAY,CymaBay Therapeutics,Biotechnology,3.73B,,
CBD,Companhia Brasileira de Distribuição,Department Stores,312.36M,,
CBFV,CB Financial Services,Banks - Regional,112.84M,,
CBL,CBL & Associates Properties,REIT - Retail,724.86M,,
CBNK,Capital Bancorp,Banks - Regional,281.83M,,
CBOE,Cboe Global Markets,Financial Data & Stock Exchanges,19.45B,,
CBRE,CBRE Group,Real Estate - Services,29.53B,,
CBRG,Chain Bridge I,Shell Companies,75.61M,,
CBRL,Cracker Barrel Old Country Store,Restaurants,1.46B,,
CBSH,Commerce Bancshares,Banks - Regional,6.73B,,
CBT,Cabot,Chemicals - Specialty,5.01B,,
CBU,Community Bank System,Banks - Regional,2.47B,,
CBUS,Cibus,Biotechnology,401.28M,,
CBZ,CBIZ, Inc.,Business - Speciality Services,3.91B,,
CC,The Chemours Company,Specialty Chemicals,4.06B,,
CCAP,Crescent Capital BDC,Asset Management,653.21M,,
CCB,Coastal Financial,Banks - Regional,519.37M,,
CCBG,Capital City Bank Group,Banks - Regional,476.61M,,
CCCC,C4 Therapeutics,Biotechnology,608.15M,,
CCCS,CCC Intelligent Solutions Holdings,Software - Infrastructure,7.29B,,
CCEL,Cryo-Cell International,Medical Care Facilities,50.38M,,
CCEP,Coca-Cola Europacific Partners,Beverages - Non-Alcoholic,32.79B,,
CCG,Cheche Group,Internet Content & Information,421.86M,,
CCI,Crown Castle,REIT - Specialty,45.38B,,
CCJ,Cameco,Uranium,18.59B,,
CCK,Crown Holdings,Packaging & Containers,9.39B,,
CCL,Carnival Corporation,Travel Services,22.23B,,
CCLD,CareCloud,Healthcare - Information Services,18.25M,,
CCLP,CSI Compressco LP,Oil & Gas - Equipment & Services,329.84M,,
CCM,Concord Medical Services Holdings,Medical Care Facilities,19.60M,,
CCNE,CNB Financial,Banks - Regional,417.64M,,
CCO,Clear Channel Outdoor Holdings,Advertising Agencies,764.28M,,
CCOI,Cogent Communications Holdings,Telecommunications - Services,2.97B,,
CCRD,CoreCard,Software - Application,96.23M,,
CCRN,Cross Country Healthcare,Medical Care Facilities,655.62M,,
CCS,Century Communities,Construction - Residential,2.95B,,
CCSI,Consensus Cloud Solutions,Software - Infrastructure,283.55M,,
CCTG,CCSC Technology International Holdings,Electrical Equipment & Parts,35.67M,,
CCTS,Cactus Acquisition Corp. 1,Shell Companies,55.82M,,
CCU,Compania Cervecerias Unidas,Beverages - Alcoholic,2.21B,,
CDAQ,Compass Digital Acquisition,Shell Companies,112.30M,,
CDE,Coeur Mining,Gold,1.31B,,
CDIO,Cardio Diagnostics Holdings,Biotechnology,30.76M,,
CDLR,Cadeler,Marine Shipping,1.34B,,
CDLX,Cardlytics,Advertising Agencies,672.22M,,
CDMO,Avid Bioservices,Biotechnology,434.45M,,
CDNA,CareDx,Diagnostics & Research,493.97M,,
CDNS,Cadence Design Systems,Software - Application,87.88B,,
CDP,COPT Defense Properties,REIT - Office,2.80B,,
CDRE,Cadre Holdings,Aerospace & Defense,1.39B,,
CDRO,Codere Online Luxembourg,Gambling,318.44M,,
CDT,Conduit Pharmaceuticals,Biotechnology,205.25M,,
CDTX,Cidara Therapeutics,Biotechnology,73.40M,,
CDW,CDW Corporation,Information Technology Services,34.20B,,
CDXC,ChromaDex,Biotechnology,240.99M,,
CDXS,Codexis,Biotechnology,245.36M,,
CDZI,Cadiz,Utilities - Regulated Water,174.12M,,
CE,Celanese,Chemicals,18.33B,,
CEAD,CEA Industries,Farm & Heavy Construction Machinery,4.68M,,
CECO,CECO Environmental,Pollution & Treatment Controls,777.17M,,
CEG,Constellation Energy,Utilities - Renewable,54.87B,,
CEI,Camber Energy,Oil & Gas E&P,20.00M,,
CEIX,CONSOL Energy,Coal - Thermal,2.53B,,
CELC,Celcuity,Biotechnology,444.69M,,
CELH,Celsius Holdings,Beverages - Non-Alcoholic,21.17B,,
CELU,Celularity,Biotechnology,120.96M,,
CELZ,Creative Medical Technology Holdings,Biotechnology,7.31M,,
CENN,Cenntro Electric Group,Auto Manufacturers,42.93M,,
CENT,Central Garden & Pet Company,Food - Packaged Foods,2.70B,,
CENTA,Central Garden & Pet Company,Food - Packaged Foods,2.72B,,
CENX,Century Aluminum Company,Aluminum,1.18B,,
CEPU,Central Puerto,Utilities - Regulated Electric,1.87B,,
CERE,Cerevel Therapeutics Holdings,Biotechnology,7.66B,,
CERO,CERo Therapeutics Holdings,Biotechnology,30.71M,,
CERS,Cerus,Medical - Devices,351.69M,,
CERT,Certara,Healthcare - Information Services,2.77B,,
CET,Central Securities,Asset Management,1.16B,,
CETU,Cetus Capital Acquisition,Shell Companies,79.16M,,
CETX,Cemtrex,Software - Infrastructure,4.41M,,
CEVA,CEVA, Inc.,Semiconductors,548.06M,,
CF,CF Industries Holdings,Agricultural Inputs,16.17B,,
CFB,CrossFirst Bankshares,Banks - Regional,665.67M,,
CFBK,CF Bankshares,Banks - Regional,132.22M,,
CFFI,C&F Financial,Banks - Regional,164.74M,,
CFFN,Capitol Federal Financial,Banks - Regional,776.99M,,
CFFS,CF Acquisition Corp. VII,Shell Companies,210.93M,,
CFG,Citizens Financial Group,Banks - Regional,16.21B,,
CFLT,Confluent,Software - Infrastructure,9.94B,,
CFR,Cullen Frost Bankers,Banks - Regional,6.95B,,
CFSB,CFSB Bancorp,Banks - Regional,50.41M,,
CG,The Carlyle Group,Asset Management,16.84B,,
CGA,China Green Agriculture,Agricultural Inputs,45.88M,,
CGAU,Centerra Gold,Gold,1.24B,,
CGBD,Carlyle Secured Lending,Asset Management,832.02M,,
CGC,Canopy Growth,Drug Manufacturers - Specialty & Generic,416.56M,,
CGEM,Cullinan Oncology,Biotechnology,703.69M,,
CGEN,Compugen,Biotechnology,239.05M,,
CGNT,Cognyte Software,Software - Infrastructure,547.16M,,
CGNX,Cognex,Scientific & Technical Instruments,7.20B,,
CGON,CG Oncology,Biotechnology,2.69B,,
CGTX,Cognition Therapeutics,Biotechnology,73.71M,,
CHAA,Catcha Investment,Shell Companies,108.61M,,
CHCI,Comstock Holding Companies,Real Estate - Diversified,44.88M,,
CHCO,City Holding Company,Banks - Regional,1.54B,,
CHCT,Community Healthcare Trust,REIT - Healthcare Facilities,721.63M,,
CHD,Church & Dwight Co.,Household & Personal Products,25.32B,,
CHDN,Churchill Downs,Gambling,8.70B,,
CHE,Chemed,Medical - Care Facilities,9.73B,,
CHEF,The Chefs' Warehouse,Food Distribution,1.48B,,
CHEK,Check-Cap,Diagnostics & Research,11.82M,,
CHGG,Chegg,Education & Training Services,825.65M,,
CHH,Choice Hotels International,Lodging,6.45B,,
CHK,Chesapeake Energy,Oil & Gas E&P,11.28B,,
CHKP,Check Point Software Technologies,Software - Infrastructure,19.38B,,
CHMG,Chemung Financial,Banks - Regional,201.38M,,
CHMI,Cherry Hill Mortgage Investment,REIT - Mortgage,113.95M,,
CHNR,China Natural Resources,Waste Management,12.13M,,
CHPT,ChargePoint Holdings,Specialty Retail,732.54M,,
CHR,Cheer Holding,Advertising Agencies,27.00M,,
CHRD,Chord Energy,Oil & Gas - Exploration & Production,7.11B,,
CHRO,Chromocell Therapeutics,Biotechnology,14.19M,,
CHRS,Coherus BioSciences,Biotechnology,265.44M,,
CHRW,C.H. Robinson Worldwide,Integrated Freight & Logistics,8.69B,,
CHSN,Chanson International Holding,Restaurants,20.60M,,
CHT,Chunghwa Telecom Co.,Telecom Services,30.04B,,
CHTR,Charter Communications,Telecommunications - Services,42.54B,,
CHUY,Chuy's Holdings,Restaurants,588.96M,,
CHWY,Chewy,Internet Retail,6.92B,,
CHX,ChampionX,Oil & Gas Equipment & Services,6.60B,,
CI,Cigna,Healthcare - Plans,100.68B,,
CIA,Citizens,Insurance - Life,103.61M,,
CIB,Bancolombia,Banks - Regional,8.21B,,
CIEN,Ciena,Communication Equipment,7.33B,,
CIFR,Cipher Mining,Capital Markets,1.43B,,
CIG,Cia Energetica DE Minas Gerais - Cemig,Utilities - Diversified,5.50B,,
CIGI,Colliers International Group,Real Estate Services,6.11B,,
CIM,Chimera Investment,REIT - Mortgage,1.11B,,
CINF,Cincinnati Financial,Insurance - Property & Casualty,18.64B,,
CING,Cingulate,Biotechnology,5.23M,,
CINT,CI&T Inc,Software - Infrastructure,579.63M,,
CIO,City Office REIT,REIT - Office,195.75M,,
CION,CION Investment,Asset Management,573.44M,,
CISO,CISO Global,Software - Infrastructure,14.17M,,
CISS,C3is Inc.,Marine Shipping,4.70M,,
CITE,Cartica Acquisition,Shell Companies,110.51M,,
CIVB,Civista Bancshares,Banks - Regional,236.09M,,
CIVI,Civitas Resources,Oil & Gas E&P,7.61B,,
CIX,CompX International,Security & Protection Services,466.69M,,
CJET,Chijet Motor Company,Auto - Manufacturers,91.58M,,
CJJD,China Jo-Jo Drugstores,Pharmaceutical Retailers,5.39M,,
CKPT,Checkpoint Therapeutics,Biotechnology,48.11M,,
CKX,CKX Lands,Oil & Gas - Exploration & Production,26.28M,,
CL,Colgate-Palmolive Company,Household & Personal Products,73.07B,,
CLAR,Clarus,Leisure,270.71M,,
CLB,Core Laboratories,Oil & Gas Equipment & Services,786.76M,,
CLBK,Columbia Financial,Banks - Regional,1.75B,,
CLBR,Colombier Acquisition,Shell Companies,250.15M,,
CLBT,Cellebrite DI,Software - Infrastructure,2.31B,,
CLCO,Cool Company,Marine Shipping,608.45M,,
CLDI,Calidi Biotherapeutics,Biotechnology,34.43M,,
CLDT,Chatham Lodging Trust,REIT - Hotel & Motel,519.05M,,
CLDX,Celldex Therapeutics,Biotechnology,2.69B,,
CLEU,China Liberal Education Holdings,Education & Training Services,4.00M,,
CLF,Cleveland-Cliffs,Steel,10.67B,,
CLFD,Clearfield,Communication Equipment,435.91M,,
CLGN,CollPlant Biotechnologies,Biotechnology,57.49M,,
CLH,Clean Harbors,Waste Management,10.55B,,
CLIR,ClearSign Technologies,Pollution & Treatment Controls,37.61M,,
CLLS,Cellectis,Biotechnology,179.38M,,
CLMB,Climb Global Solutions,Electronics & Computer Distribution,325.85M,,
CLMT,Calumet Specialty Products Partners,Oil & Gas - Exploration & Production,1.15B,,
CLNE,Clean Energy Fuels,Oil & Gas - Refining & Marketing,586.00M,,
CLNN,Clene,Biotechnology,55.22M,,
CLOE,Clover Leaf Capital,Shell Companies,67.05M,,
CLOV,Clover Health Investments,Healthcare - Plans,427.93M,,
CLPR,Clipper Realty,REIT - Residential,195.16M,,
CLPS,CLPS Incorporation,Information Technology Services,26.13M,,
CLPT,ClearPoint Neuro,Medical - Devices,183.98M,,
CLRB,Cellectar Biosciences,Biotechnology,47.56M,,
CLRC,ClimateRock,Shell Companies,52.38M,,
CLRO,ClearOne,Communication Equipment,43.61M,,
CLS,Celestica,Electronic Components,5.64B,,
CLSD,Clearside Biomedical,Biotechnology,130.39M,,
CLSK,CleanSpark,Software - Application,4.11B,,
CLST,Catalyst Bancorp,Banks - Regional,56.28M,,
CLVR,Clever Leaves Holdings,Drug Manufacturers - Specialty & Generic,8.03M,,
CLVT,Clarivate,Information Technology Services,4.90B,,
CLW,Clearwater Paper,Paper & Forest Products,698.09M,,
CLWT,Euro Tech Holdings Company,Pollution & Treatment Controls,11.04M,,
CLX,The Clorox Company,Household & Personal Products,18.68B,,
CM,Canadian Imperial Bank of Commerce,Banks - Diversified,47.64B,,
CMA,Comerica,Banks - Regional,7.01B,,
CMAX,CareMax,Healthcare - Information Services,22.32M,,
CMBM,Cambium Networks,Communications - Equipment,126.76M,,
CMC,Commercial Metals Company,Steel,6.87B,,
CMCA,Capitalworks Emerging Markets Acquisition,Shell Companies,110.08M,,
CMCL,Caledonia Mining Corporation,Gold,207.88M,,
CMCM,Cheetah Mobile,Internet Content & Information,70.38M,,
CMCO,Columbus McKinnon,Farm & Heavy Construction Machinery,1.24B,,
CMCSA,Comcast,Telecom Services,170.35B,,
CMCT,Creative Media & Community Trust,REIT - Office,84.54M,,
CME,CME Group,Financial Data & Stock Exchanges,77.80B,,
CMG,Chipotle Mexican Grill,Restaurants,79.66B,,
CMI,Cummins,Specialty Industrial Machinery,39.93B,,
CMLS,Cumulus Media,Broadcasting,58.36M,,
CMMB,Chemomab Therapeutics,Biotechnology,10.75M,,
CMND,Clearmind Medicine,Biotechnology,4.04M,,
CMP,Compass Minerals International,Other Industrial Metals & Mining,721.20M,,
CMPO,CompoSecure,Metal Fabrication,550.85M,,
CMPR,Cimpress,Advertising Agencies,2.42B,,
CMPS,COMPASS Pathways,Medical Care Facilities,610.16M,,
CMPX,Compass Therapeutics,Biotechnology,285.57M,,
CMRE,Costamare,Marine Shipping,1.34B,,
CMRX,Chimerix,Biotechnology,85.29M,,
CMS,CMS Energy,Utilities - Regulated Electric,17.34B,,
CMT,Core Molding Technologies,Chemicals - Specialty,171.77M,,
CMTG,Claros Mortgage Trust,REIT - Mortgage,1.38B,,
CMTL,Comtech Telecommunications,Communications - Equipment,97.81M,,
CNA,CNA Financial,Insurance - Property & Casualty,11.89B,,
CNC,Centene,Healthcare - Plans,41.66B,,
CNDA,Concord Acquisition Corp II,Shell Companies,228.19M,,
CNDB,Concord Acquisition Corp III,Shell Companies,147.66M,,
CNDT,Conduent,Information Technology Services,684.52M,,
CNET,ZW Data Action Technologies,Advertising Agencies,6.69M,,
CNEY,CN Energy Group.,Chemicals - Specialty,6.16M,,
CNF,CNFinance Holdings,Mortgage Finance,146.77M,,
CNFR,Conifer Holdings,Insurance - Property & Casualty,14.67M,,
CNGL,Canna-Global Acquisition,Shell Companies,99.36M,,
CNHI,CNH Industrial,Farm & Heavy Construction Machinery,16.00B,,
CNI,Canadian National Railway Company,Railroads,85.56B,,
CNK,Cinemark Holdings,Entertainment,2.17B,,
CNM,Core & Main,Industrial Distribution,11.66B,,
CNMD,CONMED,Medical - Devices,2.32B,,
CNNE,Cannae Holdings,Restaurants,1.63B,,
CNO,CNO Financial Group,Insurance - Life,2.96B,,
CNOB,ConnectOne Bancorp,Banks - Regional,751.18M,,
CNP,CenterPoint Energy,Utilities - Regulated Electric,17.79B,,
CNQ,Canadian Natural Resources,Oil & Gas - Exploration & Production,79.87B,,
CNS,Cohen & Steers,Asset Management,3.77B,,
CNSL,Consolidated Communications Holdings,Telecommunications - Services,499.97M,,
CNSP,CNS Pharmaceuticals,Biotechnology,2.96M,,
CNTA,Centessa Pharmaceuticals,Biotechnology,1.18B,,
CNTB,Connect Biopharma Holdings,Biotechnology,68.29M,,
CNTG,Centogene,Diagnostics & Research,19.09M,,
CNTX,Context Therapeutics,Biotechnology,17.08M,,
CNTY,Century Casinos,Resorts & Casinos,83.49M,,
CNVS,Cineverse,Entertainment,18.93M,,
CNX,CNX Resources,Oil & Gas - Exploration & Production,3.43B,,
CNXA,Connexa Sports Technologies,Leisure,5.76M,,
CNXC,Concentrix,Information Technology Services,4.06B,,
CNXN,PC Connection,Electronics & Computer Distribution,1.71B,,
COCH,Envoy Medical,Medical Devices,26.39M,,
COCO,The Vita Coco Company,Beverages - Non-Alcoholic,1.41B,,
COCP,Cocrystal Pharma,Biotechnology,15.36M,,
CODA,Coda Octopus Group,Aerospace & Defense,63.96M,,
CODI,Compass Diversified,Conglomerates,1.80B,,
CODX,Co-Diagnostics,Medical - Devices,36.89M,,
COE,51 Talk Online Education Group,Education & Training Services,39.63M,,
COEP,Coeptis Therapeutics,Biotechnology,10.78M,,
COF,Capital One Financial,Credit Services,54.46B,,
COFS,ChoiceOne Financial Services,Banks - Regional,195.62M,,
COGT,Cogent Biosciences,Biotechnology,674.40M,,
COHN,Cohen & Company,Capital Markets,14.46M,,
COHR,Coherent,Scientific & Technical Instruments,9.61B,,
COHU,Cohu, Inc.,Semiconductor Equipment & Materials,1.47B,,
COIN,Coinbase Global,Software - Application,63.48B,,
COKE,Coca-Cola Consolidated,Beverages - Non-Alcoholic,8.29B,,
COLB,Columbia Banking System,Banks - Regional,3.90B,,
COLD,Americold Realty Trust,REIT - Industrial,7.19B,,
COLL,Collegium Pharmaceutical,Drug Manufacturers - Specialty & Generic,1.27B,,
COLM,Columbia Sportswear Company,Apparel Manufacturing,4.71B,,
COMM,CommScope Holding Company,Communication Equipment,290.27M,,
COMP,Compass,Software - Application,1.63B,,
CONN,Conn's,Specialty Retail,86.70M,,
CONX,CONX Corp.,Shell Companies,220.81M,,
COO,The Cooper Companies,Medical - Instruments & Supplies,20.15B,,
COOK,Traeger,Furnishings, Fixtures & Appliances,328.81M,,
COOL,Corner Growth Acquisition,Shell Companies,113.79M,,
COOP,Mr. Cooper Group,Mortgage Finance,4.98B,,
COP,Conoco Phillips,Oil & Gas E&P,145.30B,,
COR,Cencora,Medical - Distribution,38.52B,,
CORT,Corcept Therapeutics,Biotechnology,2.56B,,
CORZ,Core Scientific,Software - Infrastructure,616.30M,,
COSM,Cosmos Health,Drug Manufacturers - Specialty & Generic,10.46M,,
COST,Costco Wholesale,Discount Stores,329.33B,,
COTY,Coty Inc.,Household & Personal Products,10.78B,,
COUR,Coursera,Education & Training Services,2.26B,,
COYA,Coya Therapeutics,Biotechnology,141.35M,,
CP,Canadian Pacific Railway,Railroads,84.26B,,
CPA,Copa Holdings,Airlines,4.45B,,
CPAC,Cementos Pacasmayo,Building Materials,537.70M,,
CPB,Campbell Soup Company,Packaged Foods,12.92B,,
CPBI,Central Plains Bancshares,Shell Companies,42.34M,,
CPE,Callon Petroleum Company,Oil & Gas - Exploration & Production,2.35B,,
CPF,Central Pacific Financial,Banks - Regional,524.96M,,
CPG,Crescent Point Energy,Oil & Gas - Exploration & Production,4.94B,,
CPHC,Canterbury Park Holding,Gambling,108.59M,,
CPHI,China Pharma Holdings,Drug Manufacturers - Specialty & Generic,4.18M,,
CPIX,Cumberland Pharmaceuticals,Drug Manufacturers - Specialty & Generic,25.66M,,
CPK,Chesapeake Utilities,Utilities - Regulated Gas,2.35B,,
CPLP,Capital Product Partners L.P.,Marine Shipping,983.00M,,
CPNG,Coupang,Internet Retail,31.51B,,
CPOP,Pop Culture Group,Entertainment,7.83M,,
CPRI,Capri Holdings,Luxury Goods,5.31B,,
CPRT,Copart,Auto - Truck Dealerships,55.01B,,
CPRX,Catalyst Pharmaceuticals,Biotechnology,1.96B,,
CPS,Cooper-Standard Holdings,Auto Parts,270.52M,,
CPSH,CPS Technologies,Electronic Components,26.57M,,
CPSS,Consumer Portfolio Services,Credit Services,162.07M,,
CPT,Camden Property Trust,REIT - Residential,10.67B,,
CPTN,Cepton,Software - Application,40.57M,,
CQP,Cheniere Energy Partners,Oil & Gas Midstream,24.48B,,
CR,Crane Company,Machinery - Specialty,6.42B,,
CRAI,CRA International,Consulting Services,985.07M,,
CRBG,Corebridge Financial,Asset Management,17.14B,,
CRBP,Corbus Pharmaceuticals Holdings,Biotechnology,400.63M,,
CRBU,Caribou Biosciences,Biotechnology,474.15M,,
CRC,California Resources,Oil & Gas - Exploration & Production,3.68B,,
CRCT,Cricut,Computer - Hardware,1.06B,,
CRD.A,Crawford & Company,Insurance Brokers,444.53M,,
CRD.B,Crawford & Company,Insurance - Brokers,438.40M,,
CRDF,Cardiff Oncology,Biotechnology,262.25M,,
CRDL,Cardiol Therapeutics,Drug Manufacturers - Specialty & Generic,99.62M,,
CRDO,Credo Technology Group Holding,Communication Equipment,3.53B,,
CREG,Smart Powerr,Utilities - Renewable,9.56M,,
CRESY,Cresud S.A.C.I.F. y A.,Conglomerates,669.04M,,
CREV,Carbon Revolution Public,Auto Parts,99.64M,,
CREX,Creative Realities,Software - Application,41.53M,,
CRGO,Freightos,Integrated Freight & Logistics,112.78M,,
CRGX,CARGO Therapeutics,Biotechnology,941.12M,,
CRGY,Crescent Energy Company,Oil & Gas E&P,2.04B,,
CRH,CRH plc,Building - Materials,59.25B,,
CRI,Carter's,Apparel Retail,3.02B,,
CRIS,Curis,Biotechnology,63.83M,,
CRK,Comstock Resources,Oil & Gas E&P,2.34B,,
CRKN,Crown ElectroKinetics,Specialty Chemicals,1.81M,,
CRL,Charles River Laboratories International,Diagnostics & Research,14.04B,,
CRM,Salesforce,Software - Application,299.14B,,
CRMD,CorMedix,Biotechnology,218.00M,,
